property_id,property_url,purpose,type,added_on,furnishing,price,location,bed_bath_size,permit_number,agent_name,primary_image_url,breadcrumbs,amenities,description
Bayut - 710III2BRIII,https://www.bayut.com/property/details-11926157.html,For Rent,Apartment,15-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",The Gardens,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,012 sqft'}",,Nadim Manzoor,https://images.bayut.com/thumbnails/779470583-800x600.jpeg,,,
Bayut - TSQ-ST-SAFIT-4BR,https://www.bayut.com/property/details-11500963.html,For Rent,Townhouse,30-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '170,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '2,843 sqft'}",,Bilal Anwar,,,,
Bayut - ANU-BLO-2,https://www.bayut.com/property/details-11992018.html,For Rent,Apartment,21-Jun-25,,"{'currency': 'AED', 'amount': '125,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,185 sqft'}",,Anuradha Sudesh,https://images.bayut.com/thumbnails/780542320-800x600.jpeg,,,
Bayut - ALWLDPRDSE.5501.MAYRENT.MQDDAS.SUH,https://www.bayut.com/property/details-11803563.html,For Rent,Apartment,30-May-25,Unfurnished,"{'currency': 'AED', 'amount': '104,990'}",Jumeirah Lake Towers (JLT),"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,168 sqft'}",,Ahmad Al Saleh,https://images.bayut.com/thumbnails/779277550-800x600.jpeg,,,
Bayut - ALI-R-ST-H3,https://www.bayut.com/property/details-12039587.html,For Rent,Apartment,26-Jun-25,,"{'currency': 'AED', 'amount': '60,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '432 sqft'}",,Ibtihaj Ali,https://images.bayut.com/thumbnails/781651260-800x600.jpeg,,,
Bayut - 10682113-AHD,https://www.bayut.com/property/details-11972288.html,For Rent,Apartment,19-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '126,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,167 sqft'}",,Ahmad Mohammad,https://images.bayut.com/thumbnails/780230705-800x600.jpeg,,,
Bayut - SCVR-NSHZ-3120,https://www.bayut.com/property/details-11882870.html,For Rent,Apartment,10-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '74,900'}",Sobha Hartland,"{'bedrooms': '1', 'bathrooms': '1', 'size': '487 sqft'}",,Ahmad Al Saleh,https://images.bayut.com/thumbnails/779277700-800x600.jpeg,,,
Bayut - 107136-7PBX64,https://www.bayut.com/property/details-11971697.html,For Rent,Apartment,19-Jun-25,Furnished,"{'currency': 'AED', 'amount': '250,000'}",Al Wasl,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,473 sqft'}",,Assel Alibayeva,https://images.bayut.com/thumbnails/781707140-800x600.jpeg,,,
Bayut - 9778-SNdA4N,https://www.bayut.com/property/details-11717582.html,For Rent,Apartment,21-May-25,Furnished,"{'currency': 'AED', 'amount': '96,000'}",Al Furjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,056 sqft'}",,Asghar Muhammad,https://images.bayut.com/thumbnails/775751458-800x600.jpeg,,,
Bayut - UQP-21555,https://www.bayut.com/property/details-11739300.html,For Rent,Apartment,23-May-25,Unfurnished,"{'currency': 'AED', 'amount': '100,000'}",Town Square,"{'bedrooms': '2', 'bathrooms': '2', 'size': '909 sqft'}",,Ieuan Jack Phillips,https://images.bayut.com/thumbnails/777703293-800x600.jpeg,,,
Bayut - NOVVI-6310,https://www.bayut.com/property/details-11696903.html,For Rent,Apartment,20-May-25,,"{'currency': 'AED', 'amount': '139,999'}",Dubai Creek Harbour,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,217 sqft'}",,Brian Flanagan,https://images.bayut.com/thumbnails/775387102-800x600.jpeg,,,
Bayut - 107136-JvAqT9,https://www.bayut.com/property/details-11968514.html,For Rent,Apartment,19-Jun-25,Furnished,"{'currency': 'AED', 'amount': '70,000'}",Business Bay,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '487 sqft'}",,Assel Alibayeva,https://images.bayut.com/thumbnails/781707082-800x600.jpeg,,,
Bayut - FAR-002,https://www.bayut.com/property/details-12043064.html,For Rent,Apartment,26-Jun-25,Furnished,"{'currency': 'AED', 'amount': '56,000'}",Mohammed Bin Rashid City,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '416 sqft'}",,Alaa Kherbek,https://images.bayut.com/thumbnails/781636934-800x600.jpeg,,,
Bayut - Vivid-869,https://www.bayut.com/property/details-11795821.html,For Rent,Apartment,29-May-25,Unfurnished,"{'currency': 'AED', 'amount': '70,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '648 sqft'}",,Hassan Abbas,https://images.bayut.com/thumbnails/777662339-800x600.jpeg,,,
Bayut - Samara-5866,https://www.bayut.com/property/details-11969842.html,For Rent,Villa,19-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '280,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '4,426 sqft'}",,Muhammad Ali,https://images.bayut.com/thumbnails/780334394-400x300.jpeg,,,
Bayut - TREO-R-40000,https://www.bayut.com/property/details-11980572.html,For Rent,Townhouse,20-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '140,000'}",,"{'bedrooms': '3', 'bathrooms': '3', 'size': '1,890 sqft'}",,Ragheb Shikh,,,,
Bayut - IRE-02870,https://www.bayut.com/property/details-11948119.html,For Rent,Apartment,17-Jun-25,Furnished,"{'currency': 'AED', 'amount': '47,000'}",Arjan,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '469 sqft'}",,Tanveer Ahmad,https://images.bayut.com/thumbnails/779812451-800x600.jpeg,,,
Bayut - NOVVI-6562,https://www.bayut.com/property/details-11760070.html,For Rent,Apartment,26-May-25,Furnished,"{'currency': 'AED', 'amount': '230,000'}",Mohammed Bin Rashid City,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,640 sqft'}",,Katerina Nekh,https://images.bayut.com/thumbnails/779693193-800x600.jpeg,,,
Bayut - ARJ-HD-ASTAR-2BHK-Y,https://www.bayut.com/property/details-11972348.html,For Rent,Apartment,19-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '80,000'}",Al Furjan,"{'bedrooms': '2', 'bathrooms': '3', 'size': '905 sqft'}",,Hasan Dil Khan,https://images.bayut.com/thumbnails/780257962-800x600.jpeg,,,
Bayut - M25-FAI-48BG-2BR,https://www.bayut.com/property/details-12034843.html,For Rent,Apartment,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '155,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,456 sqft'}",,Faisal Naseem,https://images.bayut.com/thumbnails/781494596-800x600.jpeg,,,
Bayut - Abubaker arjan2,https://www.bayut.com/property/details-12049984.html,For Rent,Apartment,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '55,000'}",Arjan,"{'bedrooms': '3', 'bathrooms': '5', 'size': '464 sqft'}",,Muhammad Hamza Muhammad Saleem,https://images.bayut.com/thumbnails/781866715-800x600.jpeg,,,
Bayut - axc-3983603,https://www.bayut.com/property/details-12014383.html,For Rent,Apartment,24-Jun-25,Furnished,"{'currency': 'AED', 'amount': '115,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '2', 'size': '756 sqft'}",,Hassan Abdul Karim,https://images.bayut.com/thumbnails/781145002-800x600.jpeg,,,
Bayut - whitewill-14012699,https://www.bayut.com/property/details-11341543.html,For Rent,Apartment,14-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",Jumeirah,"{'bedrooms': '1', 'bathrooms': '1', 'size': '757 sqft'}",,Andrei Belousov,https://images.bayut.com/thumbnails/769654995-800x600.jpeg,,,
Bayut - LEA232693_L,https://www.bayut.com/property/details-7588320.html,For Rent,Villa,26-May-25,Unfurnished,"{'currency': 'AED', 'amount': '230,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '2,549 sqft'}",,Dean Strachan,,,,
Bayut - Jumeirah island,https://www.bayut.com/property/details-11707495.html,For Rent,Villa,20-May-25,Unfurnished,"{'currency': 'AED', 'amount': '590,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '11,027 sqft'}",,Ibrar Ali Usmani,,,,
Bayut - RN-RUKAN3-3BR-JWL,https://www.bayut.com/property/details-11798625.html,For Rent,Villa,30-May-25,Unfurnished,"{'currency': 'AED', 'amount': '140,000'}",,"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,511 sqft'}",,Dominic Yates,,,,
Bayut - JVC-SRZ-XND2-1BR-s,https://www.bayut.com/property/details-11597192.html,For Rent,Apartment,09-May-25,Unfurnished,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '802 sqft'}",,Shehroz Rasheed,https://images.bayut.com/thumbnails/773305968-800x600.jpeg,,,
Bayut - CHR-Vera,https://www.bayut.com/property/details-11585829.html,For Rent,Apartment,08-May-25,Furnished,"{'currency': 'AED', 'amount': '75,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '1', 'size': '605 sqft'}",,Mohamed Aref,https://images.bayut.com/thumbnails/773113341-800x600.jpeg,,,
Bayut - JVC-DVP-SD-ALSAEED-4BR-S2,https://www.bayut.com/property/details-10437684.html,For Rent,Villa,21-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '180,000'}",,"{'bedrooms': '4', 'bathrooms': '6', 'size': '2,849 sqft'}",,Saud Afsar,,,,
Bayut - L-261733,https://www.bayut.com/property/details-11909981.html,For Rent,Villa,13-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '315,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '2', 'size': '2,636 sqft'}",,Tanja Van Tonder,https://images.bayut.com/thumbnails/770153886-400x300.jpeg,,,
Bayut - RRE-LVB-508,https://www.bayut.com/property/details-11938015.html,For Rent,Apartment,16-Jun-25,,"{'currency': 'AED', 'amount': '120,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,167 sqft'}",,Dhruv Uttamchandani,https://images.bayut.com/thumbnails/779662374-800x600.jpeg,,,
Bayut - Beverly Boulevard,https://www.bayut.com/property/details-11667823.html,For Rent,Apartment,16-May-25,Furnished,"{'currency': 'AED', 'amount': '55,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '464 sqft'}",,Tahimoor Maqbool,https://images.bayut.com/thumbnails/778663895-800x600.jpeg,,,
Bayut - RRE-LVB-410,https://www.bayut.com/property/details-9257351.html,For Rent,Apartment,28-Apr-25,,"{'currency': 'AED', 'amount': '75,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '900 sqft'}",,Dhruv Uttamchandani,https://images.bayut.com/thumbnails/779158012-800x600.jpeg,,,
Bayut - RRE-LVB-406,https://www.bayut.com/property/details-9276955.html,For Rent,Apartment,06-Mar-25,,"{'currency': 'AED', 'amount': '52,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '1', 'size': '417 sqft'}",,Dhruv Uttamchandani,https://images.bayut.com/thumbnails/776902427-800x600.jpeg,,,
Bayut - RRE-NR-109,https://www.bayut.com/property/details-9383546.html,For Rent,Apartment,14-Jun-25,,"{'currency': 'AED', 'amount': '93,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,377 sqft'}",,Dhanesh Balakrishnan,https://images.bayut.com/thumbnails/779196479-800x600.jpeg,,,
Bayut - RHO-Aw1-703,https://www.bayut.com/property/details-9714838.html,For Rent,Apartment,24-Jun-25,,"{'currency': 'AED', 'amount': '76,000'}",Bur Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,240 sqft'}",,Pavan Bhatija,https://images.bayut.com/thumbnails/739056914-800x600.jpeg,,,
Bayut - JVC-RAJ-D12-4BR-s,https://www.bayut.com/property/details-12041178.html,For Rent,Villa,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '240,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '2,699 sqft'}",,Rajab Ali Khan,https://images.bayut.com/thumbnails/777762335-400x300.jpeg,,,
Bayut - NOVVI-6071,https://www.bayut.com/property/details-11718654.html,For Rent,Apartment,21-May-25,Furnished,"{'currency': 'AED', 'amount': '160,000'}",Dubai Creek Harbour,"{'bedrooms': '1', 'bathrooms': '2', 'size': '691 sqft'}",,Sadiq Sebastiano Suberu,https://images.bayut.com/thumbnails/775770535-800x600.jpeg,,,
Bayut - DCH254108_L,https://www.bayut.com/property/details-11851667.html,For Rent,Villa,05-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '300,000'}",,"{'bedrooms': '4', 'bathrooms': '6', 'size': '3,410 sqft'}",,Rachael Cotgreave,,,,
Bayut - LEA231681_L,https://www.bayut.com/property/details-9876668.html,For Rent,Apartment,30-Apr-25,Furnished,"{'currency': 'AED', 'amount': '105,000'}",DIFC,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '536 sqft'}",,Daniel Kalnins,https://images.bayut.com/thumbnails/775385353-800x600.jpeg,,,
Bayut - JVC-WK-BGVH-1BR-r,https://www.bayut.com/property/details-11796717.html,For Rent,Apartment,29-May-25,Furnished,"{'currency': 'AED', 'amount': '100,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '1', 'size': '763 sqft'}",,Waleed Khalid,https://images.bayut.com/thumbnails/777026471-800x600.jpeg,,,
Bayut - HI-R-07361,https://www.bayut.com/property/details-11987308.html,For Rent,Apartment,21-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '255,000'}",The Views,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,653 sqft'}",,Elena  Balan,https://images.bayut.com/thumbnails/780469725-800x600.jpeg,,,
Bayut - RO-R-21-2825,https://www.bayut.com/property/details-10251789.html,For Rent,Apartment,25-Nov-24,Unfurnished,"{'currency': 'AED', 'amount': '280,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,717 sqft'}",,Tatiana Baldina,https://images.bayut.com/thumbnails/749242750-800x600.jpeg,,,
Bayut - MOBEEN -001006,https://www.bayut.com/property/details-11874152.html,For Rent,Apartment,10-Jun-25,Furnished,"{'currency': 'AED', 'amount': '67,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '719 sqft'}",,Mohammad Onaib Shahid Ahmed,https://images.bayut.com/thumbnails/779522735-800x600.jpeg,,,
Bayut - 9147-AP2,https://www.bayut.com/property/details-12012924.html,For Rent,Townhouse,23-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '120,000'}",,"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,882 sqft'}",,Asad Mohamed Parpia,,,,
Bayut - RRE-Mh-111,https://www.bayut.com/property/details-9358839.html,For Rent,Apartment,28-Mar-25,,"{'currency': 'AED', 'amount': '70,000'}",Al Barsha,"{'bedrooms': '1', 'bathrooms': '2', 'size': '863 sqft'}",,Pankaj Parwani,https://images.bayut.com/thumbnails/731429954-800x600.jpeg,,,
Bayut - RHO-Mh-616,https://www.bayut.com/property/details-8522139.html,For Rent,Apartment,07-May-25,Unfurnished,"{'currency': 'AED', 'amount': '54,000'}",Al Barsha,"{'bedrooms': '2', 'bathrooms': '2', 'size': '463 sqft'}",,Pankaj Parwani,https://images.bayut.com/thumbnails/772870050-800x600.jpeg,,,
Bayut - ZUBAIR-STD-RENT-LPB,https://www.bayut.com/property/details-11583187.html,For Rent,Apartment,08-May-25,Furnished,"{'currency': 'AED', 'amount': '48,000'}",Arjan,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '495 sqft'}",,Sahabzada Zabee Ullah,https://images.bayut.com/thumbnails/773055027-800x600.jpeg,,,
Bayut - ZUBAIR-1BR-WEST-RENT-60K,https://www.bayut.com/property/details-11653735.html,For Rent,Apartment,15-May-25,Furnished,"{'currency': 'AED', 'amount': '60,000'}",Arjan,"{'bedrooms': '3', 'bathrooms': '3', 'size': '777 sqft'}",,Sahabzada Zabee Ullah,https://images.bayut.com/thumbnails/781869479-800x600.jpeg,,,
Bayut - Jani haider arixexan gqa,https://www.bayut.com/property/details-12044376.html,For Rent,Apartment,26-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '78,000'}",Al Jaddaf,"{'bedrooms': '2', 'bathrooms': '2', 'size': '718 sqft'}",,Rizwan Haider,https://images.bayut.com/thumbnails/781656685-800x600.jpeg,,,
Bayut - 03565-HADI,https://www.bayut.com/property/details-11082674.html,For Rent,Apartment,10-Mar-25,Unfurnished,"{'currency': 'AED', 'amount': '69,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '640 sqft'}",,Abdul Hadi Butt,https://images.bayut.com/thumbnails/771743404-800x600.jpeg,,,
Bayut - 6775-rSEP91,https://www.bayut.com/property/details-11847685.html,For Rent,Apartment,04-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '145,000'}",Downtown Dubai,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,203 sqft'}",,Imran Tahir,https://images.bayut.com/thumbnails/778102886-800x600.jpeg,,,
Bayut - AP10261L,https://www.bayut.com/property/details-11912282.html,For Rent,Apartment,13-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '350,000'}",The Views,"{'bedrooms': '2', 'bathrooms': '2', 'size': '3,602 sqft'}",,Magda El Khatabi,https://images.bayut.com/thumbnails/779129365-800x600.jpeg,,,
Bayut - huspy-13881203,https://www.bayut.com/property/details-11647518.html,For Rent,Villa,14-May-25,Unfurnished,"{'currency': 'AED', 'amount': '275,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '2', 'size': '3,243 sqft'}",,Simon Arciuch,https://images.bayut.com/thumbnails/770153886-400x300.jpeg,,,
Bayut - RRE-AHO-1003,https://www.bayut.com/property/details-6750664.html,For Rent,Apartment,26-Feb-25,,"{'currency': 'AED', 'amount': '69,000'}",Bur Dubai,"{'bedrooms': '1', 'bathrooms': '1', 'size': '700 sqft'}",,Sushant Pawar,https://images.bayut.com/thumbnails/460210868-800x600.jpeg,,,
Bayut - 106955-glh6z4,https://www.bayut.com/property/details-11955970.html,For Rent,Apartment,18-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '120,000'}",Sheikh Zayed Road,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,184 sqft'}",,Ali Hamza,https://images.bayut.com/thumbnails/780198419-800x600.jpeg,,,
Bayut - NOVVI-6078,https://www.bayut.com/property/details-11788365.html,For Rent,Apartment,29-May-25,Unfurnished,"{'currency': 'AED', 'amount': '70,000'}",Meydan City,"{'bedrooms': '1', 'bathrooms': '1', 'size': '463 sqft'}",,Khaled Mohamed,https://images.bayut.com/thumbnails/776896188-800x600.jpeg,,,
Bayut - 103215-2yE9D7,https://www.bayut.com/property/details-11456270.html,For Rent,Apartment,25-Apr-25,Furnished,"{'currency': 'AED', 'amount': '125,000'}",Sobha Hartland,"{'bedrooms': '2', 'bathrooms': '2', 'size': '824 sqft'}",,NOUR AHMAD EL HALLAK,https://images.bayut.com/thumbnails/781631498-800x600.jpeg,,,
Bayut - 10403-73GMES,https://www.bayut.com/property/details-8687297.html,For Rent,Apartment,14-May-25,Unfurnished,"{'currency': 'AED', 'amount': '47,499'}",Discovery Gardens,"{'bedrooms': '1', 'bathrooms': '2', 'size': '484 sqft'}",,Shadaab Ahmed Shabbir Patel,https://images.bayut.com/thumbnails/768217242-800x600.jpeg,,,
Bayut - 10403-12Fk6C,https://www.bayut.com/property/details-8787233.html,For Rent,Apartment,08-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '47,499'}",Discovery Gardens,"{'bedrooms': '1', 'bathrooms': '2', 'size': '483 sqft'}",,Shadaab Ahmed Shabbir Patel,https://images.bayut.com/thumbnails/778305705-800x600.jpeg,,,
Bayut - 1019501169818,https://www.bayut.com/property/details-11742893.html,For Rent,Apartment,24-May-25,Unfurnished,"{'currency': 'AED', 'amount': '138,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,290 sqft'}",,Abdusami Idris,https://images.bayut.com/thumbnails/776471792-800x600.jpeg,,,
Bayut - wv2bhkok,https://www.bayut.com/property/details-11438579.html,For Rent,Apartment,24-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '138,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,265 sqft'}",,Abdusami Idris,https://images.bayut.com/thumbnails/770849010-800x600.jpeg,,,
Bayut - NOVVI-6951,https://www.bayut.com/property/details-11943391.html,For Rent,Apartment,17-Jun-25,,"{'currency': 'AED', 'amount': '55,000'}",Meydan City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '488 sqft'}",,Khaled Mohamed,https://images.bayut.com/thumbnails/779963871-800x600.jpeg,,,
Bayut - 10403-Ea1Kzy,https://www.bayut.com/property/details-8996258.html,For Rent,Apartment,04-Jun-25,,"{'currency': 'AED', 'amount': '84,999'}",Jumeirah Village Triangle (JVT),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,291 sqft'}",,Shadaab Ahmed Shabbir Patel,https://images.bayut.com/thumbnails/769305972-800x600.jpeg,,,
Bayut - 10403-fDUv74,https://www.bayut.com/property/details-6916338.html,For Rent,Apartment,13-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '55,499'}",Jumeirah Village Triangle (JVT),"{'bedrooms': '1', 'bathrooms': '1', 'size': '640 sqft'}",,Shadaab Ahmed Shabbir Patel,https://images.bayut.com/thumbnails/776040313-800x600.jpeg,,,
Bayut - AQ-R-25-00547,https://www.bayut.com/property/details-11961126.html,For Rent,Apartment,18-Jun-25,Furnished,"{'currency': 'AED', 'amount': '115,000'}",Jumeirah,"{'bedrooms': '1', 'bathrooms': '2', 'size': '779 sqft'}",,Sejal Cholera,https://images.bayut.com/thumbnails/780033365-800x600.jpeg,,,
Bayut - 10403-RKXkwq,https://www.bayut.com/property/details-6783299.html,For Rent,Apartment,04-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '39,999'}",Jumeirah Village Triangle (JVT),"{'bedrooms': '4', 'bathrooms': '4', 'size': '400 sqft'}",,Shadaab Ahmed Shabbir Patel,https://images.bayut.com/thumbnails/778110949-800x600.jpeg,,,
Bayut - 8736-sX41EO,https://www.bayut.com/property/details-11549642.html,For Rent,Apartment,05-May-25,Furnished,"{'currency': 'AED', 'amount': '90,000'}",Dubai Sports City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,021 sqft'}",,Ahmad Fahad Kamiel,https://images.bayut.com/thumbnails/779179341-800x600.jpeg,,,
Bayut - DUB206571_L,https://www.bayut.com/property/details-11900511.html,For Rent,Villa,12-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '430,000'}",Dubai Hills Estate,"{'bedrooms': '1', 'bathrooms': '2', 'size': '4,309 sqft'}",,Dean Strachan,https://images.bayut.com/thumbnails/779651415-400x300.jpeg,,,
Bayut - 1068210-MNB,https://www.bayut.com/property/details-11882217.html,For Rent,Apartment,10-Jun-25,Furnished,"{'currency': 'AED', 'amount': '45,999'}",Jumeirah Village Triangle (JVT),"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '370 sqft'}",,Muneeb Ur Rehman,https://images.bayut.com/thumbnails/778646761-800x600.jpeg,,,
Bayut - NOVVI-6756,https://www.bayut.com/property/details-11869415.html,For Rent,Apartment,09-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '105,000'}",Sobha Hartland,"{'bedrooms': '2', 'bathrooms': '2', 'size': '787 sqft'}",,Katerina Nekh,https://images.bayut.com/thumbnails/779053375-800x600.jpeg,,,
Bayut - 10352-YVPrjf,https://www.bayut.com/property/details-10953959.html,For Rent,Villa,09-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '980,000'}",Dubai Hills Estate,"{'bedrooms': '1', 'bathrooms': '2', 'size': '5,033 sqft'}",,Muhammad Atif,https://images.bayut.com/thumbnails/778952310-400x300.jpeg,,,
Bayut - 100037-MvsJvU,https://www.bayut.com/property/details-12022147.html,For Rent,Villa,24-Jun-25,,"{'currency': 'AED', 'amount': '330,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '3,859 sqft'}",,Pir Imtiaz Hussain,,,,
Bayut - ARJ-JR-ORCHID-2BR-s,https://www.bayut.com/property/details-12031311.html,For Rent,Apartment,25-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '130,000'}",Dubai Science Park,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,457 sqft'}",,Jamal Hussain,https://images.bayut.com/thumbnails/781419642-800x600.jpeg,,,
Bayut - 8736-pCq8LH,https://www.bayut.com/property/details-11189205.html,For Rent,Apartment,24-Mar-25,Furnished,"{'currency': 'AED', 'amount': '68,000'}",Dubai Sports City,"{'bedrooms': '1', 'bathrooms': '2', 'size': '646 sqft'}",,Ahmad Fahad Kamiel,https://images.bayut.com/thumbnails/778723709-800x600.jpeg,,,
Bayut - Gia&Co-152,https://www.bayut.com/property/details-11960515.html,For Rent,Apartment,18-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '75,000'}",Dubai Hills Estate,"{'bedrooms': '1', 'bathrooms': '2', 'size': '474 sqft'}",,Matthew Sanderson,https://images.bayut.com/thumbnails/780022273-800x600.jpeg,,,
Bayut - Rukan Community,https://www.bayut.com/property/details-11955185.html,For Rent,Townhouse,18-Jun-25,Furnished,"{'currency': 'AED', 'amount': '90,000'}",,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,173 sqft'}",,,,,,
Bayut - VI36449L,https://www.bayut.com/property/details-12028934.html,For Rent,Villa,25-Jun-25,Furnished,"{'currency': 'AED', 'amount': '3,250,000'}",,"{'bedrooms': '6', 'bathrooms': '7', 'size': '9,330 sqft'}",,Salma Elbergamy,,,,
Bayut - 100037-PXIFDs,https://www.bayut.com/property/details-12004983.html,For Rent,Apartment,23-Jun-25,Furnished,"{'currency': 'AED', 'amount': '44,999'}",Arjan,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '405 sqft'}",,Bilal Rasheed,https://images.bayut.com/thumbnails/780879040-800x600.jpeg,,,
Bayut - 1068223-MHD,https://www.bayut.com/property/details-11982401.html,For Rent,Apartment,20-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '68,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '1', 'size': '525 sqft'}",,Mohammad Tbakhi,https://images.bayut.com/thumbnails/780391589-800x600.jpeg,,,
